permit id,address,description,category,value,issue date,location
6301528,2034 NW 56TH ST,Construct new office building with below grade parking and occupy per plan (construct new multifamily structure and new office building both with below grade parking/review and process 2 AP's under 6278214).,MULTIFAMILY,3049846,2012-05-02 00:00:00,"{'latitude': '47.66974407', 'longitude': '-122.38369343', 'needs_recoding': False}"
6100770,3857 45TH AVE NE,CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish use as single family residence and construct new 2-story + bsmt one family dwelling w/ attached garage per plan.,SINGLE FAMILY / DUPLEX,406988,2012-05-03 00:00:00,"{'latitude': '47.6569838', 'longitude': '-122.27974837', 'needs_recoding': False}"
6310297,6900 28TH AVE NW,Establish use as and construct new single family residence with detached garage per plans,SINGLE FAMILY / DUPLEX,303150,2012-05-04 00:00:00,"{'latitude': '47.67885839', 'longitude': '-122.39266576', 'needs_recoding': False}"
6280831,10016 51ST AVE SW,Establish use as single family dwelling and construct one single family dwelling with basement garage per plan.,SINGLE FAMILY / DUPLEX,248279,2012-05-07 00:00:00,"{'latitude': '47.51349789', 'longitude': '-122.3944925', 'needs_recoding': False}"
6306517,8211 8TH AVE NW,Establish use & construct new single family residence with attached garage per plan.,SINGLE FAMILY / DUPLEX,319675,2012-05-09 00:00:00,"{'latitude': '47.68876994', 'longitude': '-122.36660405', 'needs_recoding': False}"
6291767,8228 RIDGE DR NE,"Establish use as and construct single family residence, using some existing foundation walls, with 2 attached garages, per plan.",SINGLE FAMILY / DUPLEX,614933,2012-05-09 00:00:00,"{'latitude': '47.68865823', 'longitude': '-122.27515903', 'needs_recoding': False}"
6280295,116 13TH AVE E,Establish use as apartment building and construct boarding house and occupy per plan.,MULTIFAMILY,2313604,2012-05-09 00:00:00,"{'latitude': '47.61930193', 'longitude': '-122.31529991', 'needs_recoding': False}"
6307056,8708 14TH AVE NW,Establish use and construct new single family residence with detached garage per plan,SINGLE FAMILY / DUPLEX,247686,2012-05-10 00:00:00,"{'latitude': '47.6925328', 'longitude': '-122.37355091', 'needs_recoding': False}"
6282319,9747 LAKE SHORE BLVD NE,"Establish use as single family residence and construct one family dwelling, per plans.",SINGLE FAMILY / DUPLEX,316066,2012-05-10 00:00:00,"{'latitude': '47.70062975', 'longitude': '-122.27417822', 'needs_recoding': False}"
6302823,707 N 91ST ST,"Establish Use as & Construct new single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,279270,2012-05-10 00:00:00,"{'latitude': '47.69477652', 'longitude': '-122.34952982', 'needs_recoding': False}"
6283644,1915 2ND AVE,"Phased project:  Construction of a residential and retail building and occupy, per plans.",MULTIFAMILY,39940417,2012-05-11 00:00:00,"{'latitude': '47.61105158', 'longitude': '-122.34092228', 'needs_recoding': False}"
6314204,9254 36TH AVE SW,"Establish use as single family and construct one family dwelling, per plans.",SINGLE FAMILY / DUPLEX,247839,2012-05-14 00:00:00,"{'latitude': '47.51943316', 'longitude': '-122.37793083', 'needs_recoding': False}"
6313834,1818 N 55TH ST,"Remove garage and establish use and construct a new single family residence with attached garage, per plan",SINGLE FAMILY / DUPLEX,340462,2012-05-14 00:00:00,"{'latitude': '47.66899027', 'longitude': '-122.33549731', 'needs_recoding': False}"
6305102,2219 WAVERLY WAY E,Establish use as and construct new single family residence with attached garage per plans.,SINGLE FAMILY / DUPLEX,496889,2012-05-14 00:00:00,"{'latitude': '47.63902081', 'longitude': '-122.28826901', 'needs_recoding': False}"
6289790,14021 35TH AVE NE,"Construct west 3-Unit  townhouse and occupy, per plan (CONSTRUCT (1) DUPLEX & (1) 3 UNIT TOWNHOUSE W/ ATTACHED GARAGE. Review and process for 2 AP's under Project #6286812).",MULTIFAMILY,485609,2012-05-15 00:00:00,"{'latitude': '47.73075815', 'longitude': '-122.29155891', 'needs_recoding': False}"
6286812,14029 35TH AVE NE,"Construct east duplex and occupy, per plan (CONSTRUCT (1) DUPLEX & (1) 3 UNIT TOWNHOUSE W/ ATTACHED GARAGE. Review and process for 2 AP's under Project #6286812).",SINGLE FAMILY / DUPLEX,485467,2012-05-15 00:00:00,"{'latitude': '47.73083376', 'longitude': '-122.29125514', 'needs_recoding': False}"
6276096,4128 55TH AVE NE,"Establish use as and construct single family residence with attached 2-car garage, per plans.",SINGLE FAMILY / DUPLEX,604055,2012-05-15 00:00:00,"{'latitude': '47.65878404', 'longitude': '-122.26928632', 'needs_recoding': False}"
6251133,3922 14TH AVE S,"Establish and construct 3-unit townhouse, per plan.",SINGLE FAMILY / DUPLEX,433071,2012-05-15 00:00:00,"{'latitude': '47.56836764', 'longitude': '-122.3142501', 'needs_recoding': False}"
6251140,3936 14TH AVE S,"Establish and construct new triplex with surface parking East of the existing duplex, per plan.",SINGLE FAMILY / DUPLEX,468941,2012-05-15 00:00:00,"{'latitude': '47.56808418', 'longitude': '-122.31427112', 'needs_recoding': False}"
6251141,3928 14TH AVE S,"Establish use and construct a new triplex with surface parking East of the existing duplex, per plan.",SINGLE FAMILY / DUPLEX,468941,2012-05-15 00:00:00,"{'latitude': '47.56824965', 'longitude': '-122.31425411', 'needs_recoding': False}"
6297623,3527 SW 100TH ST,"Establish use as single family residence and install one new goldseal factory built structure and construct deck and garage, per plan.",SINGLE FAMILY / DUPLEX,60000,2012-05-16 00:00:00,"{'latitude': '47.51336247', 'longitude': '-122.37755287', 'needs_recoding': False}"
6314784,4040 47TH AVE SW,"Establish use as and construct single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,331852,2012-05-17 00:00:00,"{'latitude': '47.56720557', 'longitude': '-122.39185006', 'needs_recoding': False}"
6303620,608 NW MARKET ST,"Establish use and construct 2 unit rowhouse with attached carport, per plan",MULTIFAMILY,299045,2012-05-17 00:00:00,"{'latitude': '47.66887724', 'longitude': '-122.36448181', 'needs_recoding': False}"
6303334,4568 PURDUE AVE NE,Establish use as and construct new single family residence with attached garage on existing foundation and with portions of existing exterior walls per plan.,SINGLE FAMILY / DUPLEX,405025,2012-05-17 00:00:00,"{'latitude': '47.67029874', 'longitude': '-122.27707408', 'needs_recoding': False}"
6306146,8501 10TH AVE NW,Establish use as and construct three townhouses with attached garages/per plan,SINGLE FAMILY / DUPLEX,483527,2012-05-18 00:00:00,"{'latitude': '47.69076795', 'longitude': '-122.36958511', 'needs_recoding': False}"
6311475,9533 2ND AVE NW,"Establish use and construct single family dwelling with attached garage, per plan.",SINGLE FAMILY / DUPLEX,154684,2012-05-21 00:00:00,"{'latitude': '47.69884882', 'longitude': '-122.35968008', 'needs_recoding': False}"
6315200,4810 NE 40TH ST,"Establish use and construct one single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,326937,2012-05-21 00:00:00,"{'latitude': '47.65786497', 'longitude': '-122.2761444', 'needs_recoding': False}"
6312145,14038 PALATINE AVE N,"Establish use as and construct new single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,361190,2012-05-21 00:00:00,"{'latitude': '47.73163286', 'longitude': '-122.35636956', 'needs_recoding': False}"
6285442,6024 18TH AVE S,"Establish use as and construct new single family residence with attached garage, per Standard Plans # 6288219.",SINGLE FAMILY / DUPLEX,225956,2012-05-22 00:00:00,"{'latitude': '47.5481717', 'longitude': '-122.30967267', 'needs_recoding': False}"
6285440,6020 18TH AVE S,"Establish use as and construct new single family residence with attached garage, per Standard Plans # 6288219.",SINGLE FAMILY / DUPLEX,225956,2012-05-22 00:00:00,"{'latitude': '47.54825581', 'longitude': '-122.30967505', 'needs_recoding': False}"
6285434,6016 18TH AVE S,Establish use as and construct new single family residence with attached garage/per standard plan # 6288219,SINGLE FAMILY / DUPLEX,225956,2012-05-22 00:00:00,"{'latitude': '47.54834154', 'longitude': '-122.30967748', 'needs_recoding': False}"
6293676,3839 NE 92ND ST,"Establish use and construct new single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,230248,2012-05-22 00:00:00,"{'latitude': '47.69479051', 'longitude': '-122.28590458', 'needs_recoding': False}"
6313847,912 N 97TH ST,Establish use as single family dwelling and construct one family dwelling with attached garage per plan.,SINGLE FAMILY / DUPLEX,295118,2012-05-23 00:00:00,"{'latitude': '47.69983347', 'longitude': '-122.34670179', 'needs_recoding': False}"
6314366,2429 QUEEN ANNE AVE N,"Establish use as and construction a new single family residence over existing basement with attached garage, per plan",SINGLE FAMILY / DUPLEX,338568,2012-05-23 00:00:00,"{'latitude': '47.64050379', 'longitude': '-122.35720545', 'needs_recoding': False}"
6310971,1016 NE 72ND ST,Establish use as and constrcut new single family residence per plans.,SINGLE FAMILY / DUPLEX,274426,2012-05-23 00:00:00,"{'latitude': '47.6810405', 'longitude': '-122.31671423', 'needs_recoding': False}"
6201853,1966 THORNDYKE AVE W,Establish use and construct 12-unit apartment building with underground parking and occupy per plan.,MULTIFAMILY,1203369,2012-05-23 00:00:00,"{'latitude': '47.63668764', 'longitude': '-122.38889933', 'needs_recoding': False}"
6313867,4542 34TH AVE S,"Establish Use & Construct a new two-story single family residence, per plan.",SINGLE FAMILY / DUPLEX,204371,2012-05-24 00:00:00,"{'latitude': '47.561587', 'longitude': '-122.28964227', 'needs_recoding': False}"
6267077,3225 NE 103RD ST,"Establish use as and construct single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,291918,2012-05-24 00:00:00,"{'latitude': '47.70233185', 'longitude': '-122.29311645', 'needs_recoding': False}"
6282818,8364 WABASH AVE S,Establish use as and construct 2-Unit Townhouse per plan.,MULTIFAMILY,355354,2012-05-24 00:00:00,"{'latitude': '47.52831693', 'longitude': '-122.267823', 'needs_recoding': False}"
6268370,6508 34TH AVE SW,CLOSED AS INCOMPLETE - EXPIRED PERMIT. Construct duplex (east bldg) per plan.  (Establish use and construct two duplexes/review and process for 2 A/P's under #6264090).,SINGLE FAMILY / DUPLEX,322222,2012-05-24 00:00:00,"{'latitude': '47.54440595', 'longitude': '-122.37462696', 'needs_recoding': False}"
6264090,6506 34TH AVE SW,Construct duplex (west bldg) per plan.  (Establish use and construct two duplexes/review and process for 2 A/P's under #6264090).,SINGLE FAMILY / DUPLEX,322222,2012-05-24 00:00:00,"{'latitude': '47.54439926', 'longitude': '-122.37482831', 'needs_recoding': False}"
6314828,9026 37TH AVE SW,"Establish use as single family and construct one family welling, per plans.",SINGLE FAMILY / DUPLEX,336659,2012-05-25 00:00:00,"{'latitude': '47.5220596', 'longitude': '-122.3790768', 'needs_recoding': False}"
6309852,2506 E CALHOUN ST,Establish use and construct single family dwelling per plan.,SINGLE FAMILY / DUPLEX,390000,2012-05-25 00:00:00,"{'latitude': '47.64115501', 'longitude': '-122.29990746', 'needs_recoding': False}"
6290769,3941 S BRANDON ST,"Establish use for and construct NORTH single family residences with attached garage on existing foundation previously permitted under EXPIRED 6103018, per plan. (Review & processing for two AP's under #6290769)",SINGLE FAMILY / DUPLEX,207529,2012-05-25 00:00:00,"{'latitude': '47.55323734', 'longitude': '-122.28164907', 'needs_recoding': False}"
6295550,3941 S BRANDON ST,"Establish use for and construct SOUTH single family residences with attached garage on existing foundation previously permitted under EXPIRED 6103018, per plan. (Review & processing for two AP's under #6290769)",SINGLE FAMILY / DUPLEX,155795,2012-05-25 00:00:00,"{'latitude': '47.55323734', 'longitude': '-122.28164907', 'needs_recoding': False}"
6308934,3031 S ADAMS ST,"Establish use and construct new 5-unit townhouse with detached garage, per plan.",MULTIFAMILY,747334,2012-05-29 00:00:00,"{'latitude': '47.56509272', 'longitude': '-122.29500824', 'needs_recoding': False}"
6284704,3939 NE SURBER DR,"Establish use as and construct new single family with attached garage and detached accessory structures (pool & boat storage), per plan.",SINGLE FAMILY / DUPLEX,792352,2012-05-29 00:00:00,"{'latitude': '47.65550622', 'longitude': '-122.28577059', 'needs_recoding': False}"
6297169,14002 LINDEN AVE N,"Construct new 7-story multifamily structure with below grade parking, and occupy per plans.",MULTIFAMILY,19376359,2012-05-29 00:00:00,"{'latitude': '47.73074207', 'longitude': '-122.34724807', 'needs_recoding': False}"
6314601,3610 33RD AVE S,"Pre construction grading and soil remediation for future construction of  58 units in a four story building of approx 58,000 sf excavation of approximately 2600 cubic yards and fill of 1200 cubic yards all per plans.",MULTIFAMILY,40000,2012-05-30 00:00:00,"{'latitude': '47.57113199', 'longitude': '-122.29049933', 'needs_recoding': False}"
6308472,3440 CALIFORNIA AVE SW,"Establish use as live/work units and construct (3) townhomes, per plan.",SINGLE FAMILY / DUPLEX,532329,2012-05-30 00:00:00,"{'latitude': '47.5722063', 'longitude': '-122.386523', 'needs_recoding': False}"
6274183,810 W LEE ST,Establish use and construct new single family dwelling with detached garage per plan.,SINGLE FAMILY / DUPLEX,450000,2012-05-30 00:00:00,"{'latitude': '47.63127306', 'longitude': '-122.36832667', 'needs_recoding': False}"
6285453,6026 18TH AVE S,"Establish use and construct single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,225008,2012-05-31 00:00:00,"{'latitude': '47.54805547', 'longitude': '-122.30956287', 'needs_recoding': False}"
6308473,4220 SW SPOKANE ST,"Establish use as live/work units and construct (3) townhomes, per plan.",SINGLE FAMILY / DUPLEX,532329,2012-05-31 00:00:00,"{'latitude': '47.57216641', 'longitude': '-122.38625205', 'needs_recoding': False}"
6248039,408 39TH AVE E,"Establish use and construct new single family residence with attached garage, per plans",SINGLE FAMILY / DUPLEX,730148,2012-05-31 00:00:00,"{'latitude': '47.62302239', 'longitude': '-122.28280439', 'needs_recoding': False}"
6318653,652 NW 86TH ST,"Establish use as and construct a new single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,306931,2012-06-01 00:00:00,"{'latitude': '47.69155096', 'longitude': '-122.36560744', 'needs_recoding': False}"
6311315,3105 S ADAMS ST,Establish use as single family residence and construct one family dwelling and detached garage per plans.,SINGLE FAMILY / DUPLEX,221924,2012-06-01 00:00:00,"{'latitude': '47.56506056', 'longitude': '-122.29356746', 'needs_recoding': False}"
6279161,8617 25TH AVE NE,Establish use as and construct new single family residence with attached accessory dwelling unit per plan.,SINGLE FAMILY / DUPLEX,386745,2012-06-07 00:00:00,"{'latitude': '47.69168456', 'longitude': '-122.30193745', 'needs_recoding': False}"
6296601,2321A BOYLSTON AVE E,"CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish use as and construct two unit townhouse with attached parking, per plan",MULTIFAMILY,192100,2012-06-07 00:00:00,"{'latitude': '47.64028255', 'longitude': '-122.32398211', 'needs_recoding': False}"
6314725,816 NE 83RD ST,"Establish use and construct new single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,311814,2012-06-08 00:00:00,"{'latitude': '47.68915466', 'longitude': '-122.31952064', 'needs_recoding': False}"
6310789,7510 CREST DR NE,"Establish use and construct new single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,337273,2012-06-08 00:00:00,"{'latitude': '47.68407109', 'longitude': '-122.27475973', 'needs_recoding': False}"
6315859,3020 S BRADFORD ST,"Establish use as Single Family Residence and construct one family dwelling, per plan.",SINGLE FAMILY / DUPLEX,315344,2012-06-08 00:00:00,"{'latitude': '47.56912144', 'longitude': '-122.29314403', 'needs_recoding': False}"
6172584,4858 29TH AVE S,Establish use as and construct a new 3-story SFR with detached carport/per plan.,SINGLE FAMILY / DUPLEX,248355,2012-06-13 00:00:00,"{'latitude': '47.55911163', 'longitude': '-122.29545516', 'needs_recoding': False}"
6311702,5914 20TH AVE NW,"Establish use as and construct new single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,196693,2012-06-13 00:00:00,"{'latitude': '47.67209721', 'longitude': '-122.38195533', 'needs_recoding': False}"
6306157,8507 10TH AVE NW,Establish use as rowhouses and construct one 2-unit rowhouse per plans.,SINGLE FAMILY / DUPLEX,343969,2012-06-13 00:00:00,"{'latitude': '47.69092103', 'longitude': '-122.36958232', 'needs_recoding': False}"
6292744,8000 MERIDIAN AVE N,Establish use as single family residence and construct one family dwelling per plans,SINGLE FAMILY / DUPLEX,310626,2012-06-13 00:00:00,"{'latitude': '47.68704099', 'longitude': '-122.33292113', 'needs_recoding': False}"
6314184,605 22ND AVE E,"Establish use as and construct a new single family residence with attached garage, per plans.  (All ground work has been completed and inspected under project #6092932).",SINGLE FAMILY / DUPLEX,444696,2012-06-18 00:00:00,"{'latitude': '47.62463156', 'longitude': '-122.30385363', 'needs_recoding': False}"
6311331,3109 S ADAMS ST,"Establish use as and construct a new single family residence with detached garage, per plan",SINGLE FAMILY / DUPLEX,193005,2012-06-18 00:00:00,"{'latitude': '47.56506461', 'longitude': '-122.29343746', 'needs_recoding': False}"
6312750,2420 E VALLEY ST,Establish use as and construct new single family residence with attached garage per plans.,SINGLE FAMILY / DUPLEX,378850,2012-06-18 00:00:00,"{'latitude': '47.62613014', 'longitude': '-122.30010292', 'needs_recoding': False}"
6184033,330 NW 75TH ST,"CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish use as and construct new single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,482288,2012-06-18 00:00:00,"{'latitude': '47.68350935', 'longitude': '-122.36207556', 'needs_recoding': False}"
6284831,2201 SUNSET AVE SW,"Establish use as single family residence and construct one family dwelling, per plans.",SINGLE FAMILY / DUPLEX,574102,2012-06-18 00:00:00,"{'latitude': '47.58410794', 'longitude': '-122.39667579', 'needs_recoding': False}"
6311810,2821 FAIRVIEW AVE E,"Establish use as and construct floating home in slip #7, per plan.",SINGLE FAMILY / DUPLEX,216376,2012-06-19 00:00:00,"{'latitude': '47.64683519', 'longitude': '-122.32673939', 'needs_recoding': False}"
6296604,135 25TH AVE E,"Establish use and construct single family residence over existing garage, (Establish use and construct single family residence over existing garage and duplex with surface parking, per plan) Review and processing for 2 AP's under 6296604.",SINGLE FAMILY / DUPLEX,239617,2012-06-19 00:00:00,"{'latitude': '47.61996296', 'longitude': '-122.3000858', 'needs_recoding': False}"
6305304,133 25TH AVE E,"Establish use for and construct duplex with surface parking, (Establish use and construct single family residence over existing garage and duplex with surface parking, per plan) Review and processing for 2 AP's under 6296604.",SINGLE FAMILY / DUPLEX,387832,2012-06-19 00:00:00,"{'latitude': '47.6199699', 'longitude': '-122.30038155', 'needs_recoding': False}"
6311264,830A NW 63RD ST,"Establish use as townhouse and construct 2-family dwelling, per plan.  Change use of existing structure from duplex to single family use. Project includes removal of existing accessory structure.",SINGLE FAMILY / DUPLEX,296241,2012-06-22 00:00:00,"{'latitude': '47.67485345', 'longitude': '-122.36744181', 'needs_recoding': False}"
6192530,4738 22ND AVE NE,Construct two unit townhouse dwelling per plan.,SINGLE FAMILY / DUPLEX,450103,2012-06-26 00:00:00,"{'latitude': '47.66417685', 'longitude': '-122.30390529', 'needs_recoding': False}"
6119249,583 BATTERY ST,"Construction of NORTH 40-story high-rise tower and base for retail, residential & parking. (Construction of 2- 40-story towers including foundation, structural,architectural and mech to completion & occupy per plans.  Review and process for 2 AP's under 6119249).",MULTIFAMILY,162000000,2012-06-26 00:00:00,"{'latitude': '47.61672999', 'longitude': '-122.34338244', 'needs_recoding': False}"
6137143,588 BELL ST,"Construction of South 40-story high-rise tower for retail, residential & parking.",MULTIFAMILY,42000000,2012-06-26 00:00:00,"{'latitude': '47.61672999', 'longitude': '-122.34338244', 'needs_recoding': False}"
6064856,8372 WABASH AVE S,"Establish use as multifamily structure and construct two-family dwelling, per plans.",MULTIFAMILY,345484,2012-06-27 00:00:00,"{'latitude': '47.52820238', 'longitude': '-122.26764147', 'needs_recoding': False}"
6315483,2465 36TH AVE W,"Remove exising single family residence to existing foundation, establish use as single family residence and construct new one family dwelling on existing foundation, per plans",SINGLE FAMILY / DUPLEX,475000,2012-06-29 00:00:00,"{'latitude': '47.64137939', 'longitude': '-122.40416154', 'needs_recoding': False}"
6308751,2645 12TH AVE W,Demolish existing garage and construct new SFR with attached garage.,SINGLE FAMILY / DUPLEX,335973,2012-07-02 00:00:00,"{'latitude': '47.64428468', 'longitude': '-122.37236988', 'needs_recoding': False}"
6164094,11700 LAKESIDE AVE NE,"Establish use as and construct new single family residence, per plan.",SINGLE FAMILY / DUPLEX,351238,2012-07-02 00:00:00,"{'latitude': '47.71408799', 'longitude': '-122.27833562', 'needs_recoding': False}"
6323886,3405 36TH AVE W,"CLOSED AS INCOMPLETE - EXPIRED PERMIT. Geogrid reinforced rockery is associate w/#6291512 for, Establish use and construct new Single Family Dwelling with attached terrace garage per plan.",SINGLE FAMILY / DUPLEX,1,2012-07-03 00:00:00,"{'latitude': '47.65061826', 'longitude': '-122.4039273', 'needs_recoding': False}"
6312839,6446 HIGH POINT DR SW,Establish use as and construct new single family residence per plans,SINGLE FAMILY / DUPLEX,194278,2012-07-03 00:00:00,"{'latitude': '47.54547982', 'longitude': '-122.36810818', 'needs_recoding': False}"
6291512,3407 36TH AVE W,CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish use and construct new Single Family Dwelling with attached terrace garage per plan.,SINGLE FAMILY / DUPLEX,309677,2012-07-03 00:00:00,"{'latitude': '47.65075845', 'longitude': '-122.40387676', 'needs_recoding': False}"
6319293,7334 17TH AVE NW,CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish use and construct a new Single Family Residence with attached garage per plan.,SINGLE FAMILY / DUPLEX,386219,2012-07-05 00:00:00,"{'latitude': '47.68230909', 'longitude': '-122.37862281', 'needs_recoding': False}"
6314770,114 30TH AVE S,"Establish use as single family residence and construct one family dwelling, per plan",SINGLE FAMILY / DUPLEX,386705,2012-07-05 00:00:00,"{'latitude': '47.60115411', 'longitude': '-122.29347934', 'needs_recoding': False}"
6300490,3438A 23RD AVE W,"Construct west 2-unit townhouse, per plans. (Construct two 2-unit townhouses per plans. Reviews and processing for 2 A/Ps under 6300490)",MULTIFAMILY,378960,2012-07-05 00:00:00,"{'latitude': '47.65141798', 'longitude': '-122.38572076', 'needs_recoding': False}"
6312110,3438C 23RD AVE W,"CLOSED AS INCOMPLETE - EXPIRED PERMIT. Construct East 2-unit townhouse, per plan. (Construct two 2-unit townhouses per plan. Reviews and processing for 2 A/Ps under 6300490)",MULTIFAMILY,371316,2012-07-05 00:00:00,"{'latitude': '47.65142962', 'longitude': '-122.3854856', 'needs_recoding': False}"
6314027,5515 43RD AVE NE,"Establish use and construct single family residence with attached garage, per plan. Project includes demolition of existing house.",SINGLE FAMILY / DUPLEX,372181,2012-07-06 00:00:00,"{'latitude': '47.6691161', 'longitude': '-122.28249898', 'needs_recoding': False}"
6284766,1753 NW 63RD ST,Construct single family residence per plan (establish use as SFR and Duplex and construct 1 new SFR and 1 new Duplex w/ surface parking - review and process for 2 AP's under 6284766).,SINGLE FAMILY / DUPLEX,226160,2012-07-06 00:00:00,"{'latitude': '47.67440349', 'longitude': '-122.38115262', 'needs_recoding': False}"
6308091,1755 NW 63RD ST,Construct two-family dwelling per plan (establish use as SFR and Duplex and construct 1 new SFR and 1 new Duplex w/surface parking - review and process for 2 AP's under 6284766).,SINGLE FAMILY / DUPLEX,347615,2012-07-06 00:00:00,"{'latitude': '47.67426376', 'longitude': '-122.38110088', 'needs_recoding': False}"
6315630,521 N 76TH ST,"Establish use as single family residence and Construct one family dwelling, per plans.",SINGLE FAMILY / DUPLEX,421321,2012-07-09 00:00:00,"{'latitude': '47.68384255', 'longitude': '-122.3514462', 'needs_recoding': False}"
6312729,1012 26TH AVE E,"Establish use and construct single family dwelling, per plan.",SINGLE FAMILY / DUPLEX,319308,2012-07-10 00:00:00,"{'latitude': '47.62786908', 'longitude': '-122.29851025', 'needs_recoding': False}"
6312715,6420 HIGH POINT DR SW,"Establish use as and construct new multifamily structure, per plans",MULTIFAMILY,861838,2012-07-10 00:00:00,"{'latitude': '47.54583643', 'longitude': '-122.36811128', 'needs_recoding': False}"
6310753,8751 16TH AVE NW,Establish use as single family dwelling and construct one family dwelling with attached garage per plan.,SINGLE FAMILY / DUPLEX,309492,2012-07-13 00:00:00,"{'latitude': '47.69398743', 'longitude': '-122.37815776', 'needs_recoding': False}"
6297211,4133A 21ST AVE SW,"Establish use and construct new single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,141081,2012-07-13 00:00:00,"{'latitude': '47.56562799', 'longitude': '-122.36086744', 'needs_recoding': False}"
6308954,216 NEWTON ST,"Establish use and construct new single family residence and terraced garage, per plan.",SINGLE FAMILY / DUPLEX,303496,2012-07-16 00:00:00,"{'latitude': '47.63671747', 'longitude': '-122.35250479', 'needs_recoding': False}"
6284117,5912 20TH AVE NW,Establish use as and construct new duplex with one attached garage and surface parking per plan.,MULTIFAMILY,353784,2012-07-16 00:00:00,"{'latitude': '47.67207384', 'longitude': '-122.38175979', 'needs_recoding': False}"
6302779,7718 22ND AVE NE,"Establish use and construct single family dwelling with basement garage, per plan.",SINGLE FAMILY / DUPLEX,458765,2012-07-17 00:00:00,"{'latitude': '47.68540297', 'longitude': '-122.30397905', 'needs_recoding': False}"
6316628,3339 37TH AVE S,"Establish use and construct single family dwelling with attached garage, per plan.",SINGLE FAMILY / DUPLEX,328783,2012-07-17 00:00:00,"{'latitude': '47.57258884', 'longitude': '-122.28614826', 'needs_recoding': False}"
6318763,4100 40TH AVE SW,"Establish use as and construct a new single family residence with attached garage, per plan",SINGLE FAMILY / DUPLEX,347754,2012-07-18 00:00:00,"{'latitude': '47.56633211', 'longitude': '-122.38252465', 'needs_recoding': False}"
6297112,4503 45TH AVE SW,"Establish use as and construct (5) unit townhouse with surface parking, per plan",MULTIFAMILY,859345,2012-07-18 00:00:00,"{'latitude': '47.56278644', 'longitude': '-122.38971492', 'needs_recoding': False}"
6306285,2701 47TH AVE SW,"Establish use and construct single family dwelling w/ attached garage, per plan.",SINGLE FAMILY / DUPLEX,306889,2012-07-18 00:00:00,"{'latitude': '47.57922408', 'longitude': '-122.39229557', 'needs_recoding': False}"
6306284,2705 47TH AVE SW,"Establish use and construct single family residence w/ attached garage, per plan.",SINGLE FAMILY / DUPLEX,306889,2012-07-18 00:00:00,"{'latitude': '47.57916503', 'longitude': '-122.39230127', 'needs_recoding': False}"
6129339,1926B SW BRANDON ST,"Establish use as and construct new single family residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,299128,2012-07-19 00:00:00,"{'latitude': '47.55387951', 'longitude': '-122.35936889', 'needs_recoding': False}"
6132399,1920A SW BRANDON ST,"Establish use as and construct new Single Family Residence with attached garage, per plan.",SINGLE FAMILY / DUPLEX,299128,2012-07-19 00:00:00,"{'latitude': '47.55387364', 'longitude': '-122.35900192', 'needs_recoding': False}"
6318269,3155 S OREGON ST,"Establish use as single family residence and construct one family dwelling per plan.(establish use for 4 single family residence, construct 1 one family dwelling with attached garage, 3 one family dwellings per plan. Review and process for 4 A/Ps under 6309841)",SINGLE FAMILY / DUPLEX,231053,2012-07-19 00:00:00,"{'latitude': '47.56268268', 'longitude': '-122.29243565', 'needs_recoding': False}"
6318191,3151 S OREGON ST,"Establish use as single family residence and construct one family dwelling with attached garage per plan. (Establish use for 4 single family residence, construct 1 one family dwelling with attached garage, 3 one family dwellings per plan. Review and process for 4 A/P's under 6309841).",SINGLE FAMILY / DUPLEX,159842,2012-07-19 00:00:00,"{'latitude': '47.56268332', 'longitude': '-122.29257506', 'needs_recoding': False}"
6318271,3153 S OREGON ST,"Establish use as single family residence and construct one family dwelling with attached garage per plan. (Establish use for 4 single family residence, construct 1 one family dwelling with attached garage, 3 one family dwellings per plan. Review and process for 4 A/Ps under 6309841).",SINGLE FAMILY / DUPLEX,219322,2012-07-19 00:00:00,"{'latitude': '47.56268176', 'longitude': '-122.29250748', 'needs_recoding': False}"
